review_id,reviewer_name,reviewer_location,room_type,stay_time,stayed_date,reviewed_time,review_title,positive_review_text,negative_review_text,photos,review_rating,hotel_id,insert_time
40,Carlos,Portugal,"Superior Double Room",2,"February 2022","
 March 3, 2022
",Wonderful,,,0,9,250,"2022-06-14 19:51:25"
41,Gary,Germany,"Standard Double or Twin Room",3,"February 2022","
 March 1, 2022
",Wonderful,,,0,9,250,"2022-06-14 19:51:25"
42,Jose,Germany,"Standard Double or Twin Room",1,"February 2022","
 February 28, 2022
","Good place to rest when traveling for work to Frankfurt","The staff (especially the receptionist) were fantastic. Super helpful and genuinely friendly. Location is excellent. Rooms well isolated for a good nights sleep.","The provided WiFi was unfortunately very slow and spotty, but that’s nitpicking :) room furniture might profit from a refresh, some pieces are beginning to show their age. But overall nothing really striked me as bad. Great place for professionals visiting Frankfurt.",0,7,250,"2022-06-14 19:51:25"
43,Diana,Germany,"Superior Double Room",1,"February 2022","
 February 27, 2022
","Comfortable stay","We really liked the room. It was big and the bed was really comfortable. The parking was really comfortable and easy to access. The woman on the front desk was really friendly and recommend us a nice place to eat close by and also borrow us some umbrellas because it was raining and we forgot ours.It was also nice that ww were able to leave the keys from the room in a box when we leave early the next day to the airport, which is really close from the hotel.",,0,10,250,"2022-06-14 19:51:25"
44,Yongning,Germany,"Superior Double Room",1,"February 2022","
 February 24, 2022
",ok,"service was good, location is good",ok,0,7,250,"2022-06-14 19:51:25"
45,Aleksandra,Italy,"Superior Double Room",1,"February 2022","
 February 15, 2022
",Good,,,0,7,250,"2022-06-14 19:51:25"
46,Srujan,India,"Standard Double or Twin Room",1,"February 2022","
 February 12, 2022
","Very Good",,,0,8,250,"2022-06-14 19:51:25"
47,Mehdi,Germany,"Superior Double Room",1,"January 2022","
 February 9, 2022
","it was a good hotel","Beds. rooms","Safe box had a problem",0,7,250,"2022-06-14 19:51:25"
48,Helle,Italy,"Superior Double Room",1,"January 2022","
 January 31, 2022
","Fantastic city view from 6'th floor and close to highway and river","Hotel close to the highway and nicely close to a walk by the river. Wonderful view over the city, and they welcomed warmly my dog and cat (by extra cost of 20 Euro)","unfortunately the whole block with fridge, tv, electric outlets didn't work, and trying to contact the reception by phone (three times) nobody replied. To me it wasn't too important though, as there were other electrical plugs for recharging phone and computer, I didn't really need a fridge, and I saw TV on my  computer.",0,8,250,"2022-06-14 19:51:25"
49,Marcin,Germany,"Standard Double or Twin Room",1,"January 2022","
 January 30, 2022
",Exceptional,,,0,10,250,"2022-06-14 19:51:25"
50,Mehdi,Germany,"Superior Double Room",1,"January 2022","
 January 16, 2022
","i recommend this hotel to anothers","near the downtown by car.
near the main.
good rooms with good bed and facilities 
staff are very kind specially Mr Hamid","nothing was bad.",0,9,250,"2022-06-14 19:51:25"
51,Michael,Israel,"Triple Room",1,"September 2019","
 September 11, 2019
","Love this hotel chain! Yet it has some odd fixation with David Hasselhoff","A good and very clean room. Same as the other B&B we were in at Munich. I'm quite a fan of this chain now!
Responsive staff that answered our request for early check in via phone call.
They have soap dispensers for the sink and shower, which I quite liked.
Nice breakfast with quite a variety, and a coffee machine!","Room got a bit cramped with having 3 beds there, but enough for our needs.",0,9.6,254,"2022-06-14 19:51:25"
52,Craig,"New Zealand","Double Room",1,"September 2019","
 September 10, 2019
",Excellent,"The bed was far too hard, and only 1 pillow each.",,0,8.8,254,"2022-06-14 19:51:25"
53,Anton,Indonesia,"Triple Room",1,"August 2019","
 September 6, 2019
","Just ok for one night stay","Parking is in the hotel","Room a bit small for family. Opted for 3 people in one family room",0,5.8,254,"2022-06-14 19:51:25"
54,Niccolò,Italy,"Triple Room",1,"August 2019","
 September 1, 2019
","Very Good",,,0,8.3,254,"2022-06-14 19:51:25"
55,Ahmed,"Saudi Arabia","Triple Room",1,"August 2019","
 August 31, 2019
","Unpleasent stay","Clean and good location","When we arrived the hotel door was closed, we could not inter to the reception, the lady in the reception was not in her place ,we had to call to find her. The room had no cofee or tea, nothing was there ☹️☹️☹️☹️☹️",0,5.4,254,"2022-06-14 19:51:25"
56,Burak,Turkey,"Twin Room",2,"August 2019","
 August 30, 2019
",Exceptional,"pillows were too soft and thin.",,0,10,254,"2022-06-14 19:51:25"
57,Anonymous,"United States of America",none,1,"August 2019","
 August 29, 2019
","Unpretentious,  modern and   family friendly accommodations","The hotel provided a very comfortable accommodation. Perfect for the family. Good value for the money.","There is no restaurant in the hotel or close by. You'd need to walk ~ 15 min.",0,7.9,254,"2022-06-14 19:51:25"
58,Yevgeniy,Israel,"Family Room",2,"August 2019","
 August 24, 2019
",Good,"Good price, free parking.","Very small family room, no kettle in room. Located far from center.",0,7.9,254,"2022-06-14 19:51:25"
59,Chundarathil,"United Kingdom","Double Room",2,"August 2019","
 August 19, 2019
",Okay,"Helpful staff good breakfast","The bedrooms are not cleaned every day as we stayed 2 nights",0,5.8,254,"2022-06-14 19:51:25"
60,Kevin,"United States of America","Family Room",2,"August 2019","
 August 18, 2019
",Pleasant,,,0,6.7,254,"2022-06-14 19:51:25"
61,Marque,Italy,"Family Room",4,"August 2019","
 August 18, 2019
",Good,"Good location","Room was smaller than expected for a family room",0,7.5,254,"2022-06-14 19:51:25"
62,Anonymous,Japan,none,1,"August 2019","
 August 18, 2019
",Excellent,"Staff is very good, he gave us some suggestion of restaurant near hotel and that restaurant is really good.","Car parking is not enough. We parked on the road. Even it is difficult to parking.",0,8.8,254,"2022-06-14 19:51:25"
63,Ija,Estonia,"Family Room",3,"August 2019","
 August 18, 2019
","Very Good",,,0,8.3,254,"2022-06-14 19:51:25"
64,Alison,"United Kingdom","Triple Room",1,"August 2019","
 August 17, 2019
","Ok for one night","Short tram ride into the city, clean and free parking","Pillows, basic .... but suppose you get what you pay for",0,6.7,254,"2022-06-14 19:51:25"
65,Chung,"Hong Kong","Twin Room",1,"July 2019","
 August 14, 2019
",Good,,,0,7.5,254,"2022-06-14 19:51:25"
66,John,"United Kingdom","Family Room",1,"August 2019","
 August 14, 2019
",Exceptional,,,0,9.6,254,"2022-06-14 19:51:25"
67,Anonymous,"Hong Kong",none,1,"August 2019","
 August 10, 2019
","A quiet place.",,,0,9.2,254,"2022-06-14 19:51:25"
68,Alastair,Malta,"Double Room",1,"August 2019","
 August 9, 2019
",Exceptional,,,0,9.6,254,"2022-06-14 19:51:25"
69,Joeri,Belgium,"Triple Room",1,"July 2019","
 August 6, 2019
","Good price/quality budget hotel.","The hotel is very basic, but offers clean rooms, good bed  and a place to sleep on our way home after vacation. Good price/quality although.",,0,7.9,254,"2022-06-14 19:51:25"
70,Christophe,Germany,"Double Room",1,"August 2019","
 August 3, 2019
",Exceptional,"Professionnal and friendly checkin. Very clean room. Good parking possibility and 2 minutes by feet to underground station.",,0,10,254,"2022-06-14 19:51:25"
71,Luciano,Switzerland,"Family Room",1,"July 2019","
 July 31, 2019
",Good,,,0,7.1,254,"2022-06-14 19:51:25"
72,Carl,"United Kingdom","Family Room",1,"July 2019","
 July 26, 2019
",Exceptional,"Clean, air conditioned and comfy. Perfect location with parking. Friendly unobtrusive staff. Just perfect and great value too.","Our kid liked putting the code into the door so much she cried when I did it.",0,10,254,"2022-06-14 19:51:25"
73,Reuben,Australia,"Family Room",1,"July 2019","
 July 24, 2019
",Exceptional,"Beautifully clean and modern facilities. Lots of clever design features. The breakfast was also excellent.",Nothing.,0,9.6,254,"2022-06-14 19:51:25"
74,Anonymous,Norway,none,1,"June 2019","
 July 22, 2019
","Very Good",,,0,8.3,254,"2022-06-14 19:51:25"
75,Yasuaki,Germany,"Double Room",2,"June 2019","
 July 20, 2019
",Excellent,,,0,8.8,254,"2022-06-14 19:51:25"
76,Kathryn,"United Kingdom","Standard Queen Room",1,"April 2022","
 April 18, 2022
",Pleasant,,,0,6,253,"2022-06-14 19:51:25"
77,Joe,Luxembourg,"Standard Room",1,"April 2022","
 April 18, 2022
",Wonderful,,,0,9,253,"2022-06-14 19:51:25"
78,Danilo,Norway,"Standard Room",4,"April 2022","
 April 14, 2022
",Wonderful,"Stuff is very helpful, ordering taxi for normal price, I try to use different apps, fortunately not usable at all. Very good and reach breakfast. Clean rooms.",,0,9,253,"2022-06-14 19:51:25"
79,Lucky,Germany,"Standard Room",1,"April 2022","
 April 14, 2022
",Exceptional,,,0,10,253,"2022-06-14 19:51:25"
80,Lucky,Germany,"Standard Queen Room",1,"April 2022","
 April 14, 2022
",Exceptional,,,0,10,253,"2022-06-14 19:51:25"
81,Trenna,"United Kingdom","Premium Twin Room with Balcony",5,"April 2022","
 April 12, 2022
",Pleasant,,,0,6,253,"2022-06-14 19:51:25"
82,Jin,Germany,"Standard Room",1,"March 2022","
 April 4, 2022
","not impressive compared to before","The room is clean","the bed is not qualified. curved a lot on the back.",0,5,253,"2022-06-14 19:51:25"
83,Christopher,"United Kingdom","Standard Room",7,"April 2022","
 April 1, 2022
","Will always return when in Frankfurt","Gym facilities and swimming exceptional Simon behind bar does everything to help Some reception staff always happy to help",,0,10,253,"2022-06-14 19:51:25"
84,Ilija,"North Macedonia","Standard Room",1,"March 2022","
 April 1, 2022
","Very Good",,,0,8,253,"2022-06-14 19:51:25"
85,Omar,"Saudi Arabia","Standard Queen Room",1,"March 2022","
 March 31, 2022
",Exceptional,,,0,10,253,"2022-06-14 19:51:25"
86,Beatrice,Ireland,"Standard Queen Room",3,"March 2022","
 March 30, 2022
",Good,,,0,7,253,"2022-06-14 19:51:25"
87,Gursewak,India,"Standard Room",4,"March 2022","
 March 29, 2022
",Exceptional,,,0,10,253,"2022-06-14 19:51:25"
88,Andy,"United Kingdom","Standard Room",3,"March 2022","
 March 28, 2022
","Very Good",Location,Nothing.,0,8,253,"2022-06-14 19:51:25"
89,Jessica,"United Kingdom","Standard Queen Room",2,"March 2022","
 March 28, 2022
","Very comfortable, very good customer service, exceptional breakfast.  We will be returning!","Very good value, great customer service, bar service exceptional and restaurant breakfast exceptional.  We will be returning!","Wifi in the room was hit and miss.",0,9,253,"2022-06-14 19:51:25"
90,Patricia,Slovakia,"Standard Room",3,"March 2022","
 March 28, 2022
",Wonderful,"The room was nice and clean. Bed was quite comfortable. Breakfast was exceptional, really fresh and high quality.","During the night you could hear trolleys from other pending guests.",0,9,253,"2022-06-14 19:51:25"
91,Allbritton,Germany,"Connected Family Rooms",1,"March 2022","
 March 27, 2022
","Very Good","Service was excellent and room service and bar staff were exceptional.","The beds were a tad uncomfortable but not terrible.",0,8,253,"2022-06-14 19:51:25"
92,Anonymous,"Bosnia and Herzegovina",none,1,"March 2022","
 March 22, 2022
","Very Good",,,0,8,253,"2022-06-14 19:51:25"
93,Peter,"South Africa","Connected Family Rooms",6,"March 2022","
 March 21, 2022
",Good,,,0,7,253,"2022-06-14 19:51:25"
94,Nasir,Germany,"Premium Queen Room with City View",1,"March 2022","
 March 18, 2022
",Good,"Clean and friendly staffs",,0,7,253,"2022-06-14 19:51:25"
95,Jonathan,Germany,"Standard Twin Room",3,"March 2022","
 March 18, 2022
","Very Good",,,0,8,253,"2022-06-14 19:51:25"
96,Oksana,Canada,"Standard Room",3,"March 2022","
 March 12, 2022
",Wonderful,"location was great","swimming pool was extremely cold",0,9,253,"2022-06-14 19:51:25"
97,Naresh,"United Kingdom","Standard Queen Room",4,"December 2021","
 March 8, 2022
","Very Good",,,0,8,253,"2022-06-14 19:51:25"
98,Freark,Netherlands,"Standard Queen Room",1,"March 2022","
 March 6, 2022
","Very Good",,,0,8,253,"2022-06-14 19:51:25"
99,Fahimi,Germany,"Standard Queen Room",2,"March 2022","
 March 5, 2022
","Very Good",,,0,8,253,"2022-06-14 19:51:25"
100,S_aw,Germany,"Connected Family Rooms",1,"February 2022","
 March 3, 2022
","Very Good",,,0,8,253,"2022-06-14 19:51:25"
101,Davor,Croatia,"Standard Single Room",1,"October 2021","
 October 30, 2021
",Exceptional,,,0,10,259,"2022-06-14 19:51:25"
102,Duun,Denmark,"Standard Single Room",1,"October 2021","
 October 23, 2021
",Good,"The pillow was not so good.",,0,7,259,"2022-06-14 19:51:25"
103,Carmen,Germany,"Standard Single Room",1,"October 2021","
 October 17, 2021
",Exceptional,"My room was very nice",,0,10,259,"2022-06-14 19:51:25"
104,Richard,Switzerland,"Economy Double Room",1,"October 2021","
 October 16, 2021
",Disappointing,,,0,4,259,"2022-06-14 19:51:25"
105,Leandro,"United Kingdom","Standard Single Room",3,"October 2021","
 October 11, 2021
","Very Good",,,0,8,259,"2022-06-14 19:51:25"
106,Daniele,Italy,"Standard Single Room",2,"October 2021","
 October 11, 2021
",Wonderful,"The hotel is close to the Center and to a U-Bahn station. You can easily reach any place in Koln.The staff was very good and they helped me with some information.The rooms are clean and very quite.",,0,9,259,"2022-06-14 19:51:25"
107,Martin,"United Kingdom","Economy Double Room",3,"October 2021","
 October 4, 2021
","Will be back!","Staff at the front desk were superb the young lady name beginning with C Celestine?? was so helpful and professional. The evening gentleman who also dealt with at times a full bar of patrons as well as the desk was exceptional! Extremely calm under pressure and always friendly, polite and helpful. They really are great ambassadors for the hotel and deserve high praise.","Refilling of the items on the breakfast bar - out of milk, juice etc on a couple of occasions.",0,9,259,"2022-06-14 19:51:25"
108,Diana,Netherlands,"Economy Double Room",2,"October 2021","
 October 3, 2021
",Good,"Breakfast was good","The beds were terrible",0,7,259,"2022-06-14 19:51:25"
109,Anonymous,"United Arab Emirates",none,6,"September 2021","
 September 29, 2021
","Very Good",,,0,8,259,"2022-06-14 19:51:25"
110,Johnson,Switzerland,"Standard Single Room",3,"September 2021","
 September 26, 2021
",Fair,,,0,5,259,"2022-06-14 19:51:25"
111,Anonymous,Germany,none,1,"August 2021","
 September 25, 2021
",Exceptional,,,0,10,259,"2022-06-14 19:51:25"
112,Viorel_ion,Romania,"Standard Single Room",3,"September 2021","
 September 24, 2021
","Very Good","Good location and quiet.","No fridge in the room.",0,8,259,"2022-06-14 19:51:25"
113,Kam,"United Kingdom","Economy Double Room",2,"September 2021","
 September 23, 2021
",Pleasant,"No tea/coffee facilities on the room",,0,6,259,"2022-06-14 19:51:25"
114,Riheb,Germany,"Standard Single Room",2,"August 2021","
 September 22, 2021
",Good,"the most thing that i liked is the location and the reception staff","the room was too small",0,7,259,"2022-06-14 19:51:25"
115,Peter,"United Kingdom","Economy Double Room",1,"September 2021","
 September 14, 2021
","Very Good",,,0,8,259,"2022-06-14 19:51:25"
116,Monika,Belgium,"Economy Double Room",1,"September 2021","
 September 13, 2021
",Wonderful,"Rooms were nice and clean. It's was very quiet","Curtains leave too much light in in the morning",0,9,259,"2022-06-14 19:51:25"
117,Lex,Netherlands,"Economy Double Room",3,"August 2021","
 September 13, 2021
","Very Good",,,0,8,259,"2022-06-14 19:51:25"
118,Birkir,Iceland,"Economy Double Room",2,"September 2021","
 September 9, 2021
",Wonderful,"Location was great",,0,9,259,"2022-06-14 19:51:25"
119,Daniel,"United Kingdom","Standard Single Room",3,"September 2021","
 September 5, 2021
","Cologne city break","Fantastic location in a quiet street within walking distance to all the main areas of Cologne. Hotel was well kept and clean","Only 1 lift so sometimes a bit of a wait if going up to 6th however stairs available of course.  Whilst the breakfast dining area was lovely the food choice was quite limited",0,7,259,"2022-06-14 19:51:25"
120,Jj,Netherlands,"Economy Double Room",1,"August 2021","
 September 3, 2021
",Good,,,0,7,259,"2022-06-14 19:51:25"
121,Bauwens,Netherlands,"Standard Single Room",2,"August 2021","
 August 25, 2021
",Exceptional,,,0,10,259,"2022-06-14 19:51:25"
122,Caroline,Netherlands,"Economy Double Room",2,"August 2021","
 August 21, 2021
","Great stay","Clean, comfortable, quiet, good WiFi, basically everything you need.",,0,10,259,"2022-06-14 19:51:25"
123,La,Germany,"Economy Double Room",2,"August 2021","
 August 16, 2021
","Great location! Great value for the price!","Location (central, Covid testing facility nearby)",-,0,8,259,"2022-06-14 19:51:25"
124,Jacob,Germany,"Economy Double Room",2,"August 2021","
 August 16, 2021
",Good,"Customer service was great!","We had two rooms, one a/c didn't work as well as the other.",0,7,259,"2022-06-14 19:51:25"
125,Fabian,Germany,"Economy Double Room",2,"August 2021","
 August 15, 2021
","Very Good",,,0,8,259,"2022-06-14 19:51:25"
126,Okwiri,Canada,"Standard Double Room",9,"October 2021","
 October 14, 2021
",Wonderful,,,0,9,256,"2022-06-14 19:51:25"
127,Bhanderi,India,"Standard Double Room",4,"October 2021","
 October 13, 2021
",Pleasant,,,0,6,256,"2022-06-14 19:51:25"
128,Natalia,Germany,"Standard Double Room",2,"August 2021","
 October 13, 2021
",Wonderful,,,0,9,256,"2022-06-14 19:51:25"
129,Alisa,Germany,"Superior Double Room",1,"September 2021","
 October 12, 2021
","Very Good",,,0,8,256,"2022-06-14 19:51:25"
130,Samarth,India,"Standard Double Room",4,"October 2021","
 October 12, 2021
","Great Value for Money","The hotel is very clean. The staff is super friendly and super helpful.",,0,10,256,"2022-06-14 19:51:25"
131,Denny,Germany,"Standard Double Room",2,"October 2021","
 October 11, 2021
",Exceptional,,,0,10,256,"2022-06-14 19:51:25"
132,Claudiu,Belgium,"Standard Double Room",1,"October 2021","
 October 11, 2021
",Exceptional,,,0,10,256,"2022-06-14 19:51:25"
133,Lucija,Croatia,"Standard Double Room",10,"October 2021","
 October 10, 2021
","Very Poor","Room cleaning is not done well, we had to complain on reception to get our room vacuumed or to get toilet paper. Stuff who cleans the room stole chocolate from us and they would take our water and tea bottles that are not empty, that was very frustrating. More then the half of the staff doesn’t know how to speak german (or english).",,0,2,256,"2022-06-14 19:51:25"
134,Bogdan,Romania,"Standard Double Room",2,"October 2021","
 October 10, 2021
",Exceptional,,,0,10,256,"2022-06-14 19:51:25"
135,Anonymous,Croatia,none,5,"October 2021","
 October 4, 2021
",Exceptional,"Room was very nice and clean. Public transport 2minut wallking. Centar city 5minuts by U ban.",,0,10,256,"2022-06-14 19:51:25"
136,Dave,Netherlands,"Standard Double Room",2,"October 2021","
 October 4, 2021
",Wonderful,,,0,9,256,"2022-06-14 19:51:25"
137,Khalid,"Saudi Arabia","Standard Double Room",1,"October 2021","
 October 3, 2021
",Exceptional,,,0,10,256,"2022-06-14 19:51:25"
138,Anonymous,Germany,none,2,"September 2021","
 September 30, 2021
",Wonderful,,,0,9,256,"2022-06-14 19:51:25"
139,Lucija,Croatia,"Standard Double Room",15,"September 2021","
 September 30, 2021
",Good,"Room cleaning is not the best",,0,7,256,"2022-06-14 19:51:25"
140,Anonymous,Canada,none,5,"September 2021","
 September 30, 2021
",Wonderful,,,0,9,256,"2022-06-14 19:51:25"
141,Jennifer,Belgium,"Standard Double Room",1,"July 2021","
 September 29, 2021
",Exceptional,"The breakfast was a big plus in this hotel. It's a new hotel, very clean and comfortable stay. Would come again.",,0,10,256,"2022-06-14 19:51:25"
142,Luca,Italy,"Standard Double Room",1,"September 2021","
 September 28, 2021
",Exceptional,,,0,10,256,"2022-06-14 19:51:25"
143,Farhad,Germany,"Standard Double Room",2,"September 2021","
 September 27, 2021
","Very Good","Cleanness and value for money",,0,8,256,"2022-06-14 19:51:25"
144,Jan-maarten,Netherlands,"Standard Double Room",2,"September 2021","
 September 26, 2021
","Pleasant stay in Stuttgart","The hotel was basic but well equipped, a smart tv and Bluetooth speaker, usb-c ports to charge devices were surprising extras. It exceeded my expectations.","The layout of the lounge and reception was odd. The reception felt cramped especially with more than one guest checking in. 
Our shower had a weird sewer smell, but the smell disappeared after a shower. 
The reception staff was a little cold. 
The comments are meant as constructive feedback. Overall the stay was beyond expectation and I would definitely recommend it.",0,7,256,"2022-06-14 19:51:25"
